ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
5102,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061847,-118.971996,,,,,,,,03/06/2015,Resolved,Inland
5103,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0578519,-118.981255,,,,,,,,03/06/2015,Resolved,Inland
5105,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Dinuba,36.488593,-119.431215,,,,,,,,04/17/2015,Resolved,Inland
5106,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.092098,-119.041794,80',,,,,,,04/21/2015,Resolved,Inland
5107,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.060153,-119.088266,115',,,,,,,04/20/2015,Resolved,Inland
5108,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Strathmore,36.131697,-119.063457,200',,,,,,,04/23/2015,Resolved,Inland
5110,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.23318700000001,-119.376083,143',,,,,,,04/21/2015,Resolved,Inland
5111,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.257829,-119.216327,,,,,,,,04/24/2015,Resolved,Inland
5112,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,35.995864,-119.021667,215',,,,,,,04/20/2015,Resolved,Inland
5115,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0557435,-118.9952349,30 feet,,,,,,,04/23/2015,Resolved,Inland
5116,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.205302,-119.468022,,,,,,,,04/28/2015,Resolved,Inland
5117,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.255342,-119.216283,160',,,,,,,05/01/2015,Resolved,Inland
5118,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.383767,-119.291355,145',,,,,,,05/01/2015,Resolved,Inland
5120,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0180282,-119.0284149,,,,,,,,04/24/2015,Resolved,Inland
5121,08/12/2016,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.059122,-118.978367,,,,,,,,03/06/2015,Resolved,Inland
5122,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.32673339999999,-119.237443,,,,,,,,05/01/2015,Resolved,Inland
5123,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.019641,-119.0277999,,,,,,,,05/05/2015,Resolved,Inland
5124,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0541768,-118.960934,75',,,,,,,05/05/2015,Resolved,Inland
5125,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.092873,-119.04028,,,,,,,,05/07/2015,Resolved,Inland
5126,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.38162,-119.297574,117',,,,,,,05/07/2015,Resolved,Inland
5127,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.066298,-119.111263,130',,,,,,,05/08/2015,Resolved,Inland
5129,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.326485,-119.2376485,,,,,,,,05/12/2015,Resolved,Inland
5130,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.10507700000001,-119.060863,90',,,,,,,05/12/2015,Resolved,Inland
5131,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Lindsay,36.246946,-119.092077,150',,,,,,,05/08/2015,Resolved,Inland
5132,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.053208,-119.012601,81',,,,,,,05/12/2015,Resolved,Inland
5133,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.117239,-119.046148,,,,,,,,05/15/2015,Resolved,Inland
5134,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.095221,-119.071587,,,,,,,,05/13/2015,Resolved,Inland
5135,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.053981,-118.982447,,,,,,,,05/15/2015,Resolved,Inland
5136,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/01/2015,Tulare,Porterville,36.081473,-119.078109,103',"No, cannot afford to finance solutions
",,,,,,05/15/2015,Resolved,Inland
5137,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Lindsay,36.219594,-119.127672,162',,,,,,,05/12/2015,Resolved,Inland
5138,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Cutler,36.5158259,-119.257433,,,,,,,,05/15/2015,Resolved,Inland
5139,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.318961,-119.224068,,,,,,,,05/15/2015,Resolved,Inland
5140,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.203876,-119.466828,160',,,,,,,05/13/2015,Resolved,Inland
5141,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.089841,-119.115124,120',,,,,,,05/15/2015,Resolved,Inland
5142,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.088508,-119.113617,,,,,,,,05/18/2015,Resolved,Inland
5143,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0643304,-119.0886751,120',,,,,,,05/18/2015,Resolved,Inland
5144,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.214694,-119.258468,,,,,,,,05/15/2015,Resolved,Inland
5145,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.081607,-119.095613,100',,,,,,,05/18/2015,Resolved,Inland
5147,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Dinuba,36.5165529,-119.3626463,94',,,,,,,05/28/2015,Resolved,Inland
5148,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.2048717,-119.4679104,100',,,,,,,05/28/2015,Resolved,Inland
5149,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0568389,-118.983652,,,,,,,,05/22/2015,Resolved,Inland
5150,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Orosi,36.5434309,-119.3138092,,,,,,,,05/22/2015,Resolved,Inland
5151,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.072521,-119.105238,130',,,,,,,05/26/2015,Resolved,Inland
5152,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Lindsay,36.19824699999999,-119.135137,160',,,,,,,05/28/2015,Resolved,Inland
5153,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.130056,-119.034267,300',,,,,,,05/28/2015,Resolved,Inland
5154,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Dinuba,36.5174798,-119.4300328,90',,,,,,,06/01/2015,Resolved,Inland
5156,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Exeter,36.267148,-119.126536,140',,,,,,,06/04/2015,Resolved,Inland
5157,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.340805,-119.248203,95',,,,,,,06/05/2015,Resolved,Inland
5158,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Strathmore,36.119407,-119.06742,96',,,,,,,06/03/2015,Resolved,Inland
5161,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.361891,-119.279731,115',,,,,,,06/12/2015,Resolved,Inland
5162,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.097201,-119.063736,,,,,,,,06/12/2015,Resolved,Inland
5163,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061481,-118.971845,50',,,,,,,06/12/2015,Resolved,Inland
5165,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.235631,-119.36128,199',,,,,,,06/15/2015,Resolved,Inland
5166,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.040311,-119.023275,125',,,,,,,06/11/2015,Resolved,Inland
5167,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.3680359,-119.19608,120',,,,,,,06/10/2015,Resolved,Inland
5168,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.060079,-118.972586,,,,,,,,06/11/2015,Resolved,Inland
5170,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Lindsay,36.20305,-119.170443,187',,,,,,,06/15/2015,Resolved,Inland
5171,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.055614,-118.964628,25',,,,,,,06/10/2015,Resolved,Inland
5172,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.096887,-118.903715,<100',,,,,,,06/15/2015,Resolved,Inland
5173,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.015409,-119.037438,250 ft,,,,,,,06/19/2015,Resolved,Inland
5174,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Three Rivers,36.419908,-118.919616,12',,,,,,,06/22/2015,Resolved,Inland
5175,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.082146,-119.106959,111',,,,,,,06/15/2015,Resolved,Inland
5176,08/12/2016,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.2365611,-119.3617005,199',,,,,,,06/15/2015,Resolved,Inland
5177,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Lindsay,36.2038043,-119.1227565,200',,,,,,,06/17/2015,Resolved,Inland
5178,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Terra Bella,35.937378,-119.050388,480',,,,,,,06/16/2015,Resolved,Inland
5179,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/10/2015,Tulare,Orosi,36.569388,-119.287075,,"No, cannot afford to finance solutions
",,,,,,06/19/2015,Resolved,Inland
5180,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.05907000000001,-118.984412,100+,,,,,,,06/19/2015,Resolved,Inland
5181,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.38863500000001,-119.297803,,,,,,,,06/17/2015,Resolved,Inland
5182,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.036105,-119.034378,,,,,,,,06/19/2015,Resolved,Inland
5183,08/12/2016,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.098728,-119.060931,,,,,,,,06/19/2015,Resolved,Inland
5184,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",07/01/2015,Tulare,Visalia,36.424898,-119.170181,90',"No, cannot afford to finance solutions
",,,,,,06/18/2015,Resolved,Inland
5185,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Dinuba,36.49927,-119.360885,80',,,,,,,06/22/2015,Resolved,Inland
5187,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.035858,-119.030361,180',,,,,,,06/19/2015,Resolved,Inland
5188,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.050162,-119.106311,205',,,,,,,06/30/2015,Resolved,Inland
5189,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.443351,-119.236654,150',,,,,,,07/01/2015,Resolved,Inland
5190,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.402825,-119.234344,90',,,,,,,06/23/2015,Resolved,Inland
5191,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.097212,-119.057062,180',,,,,,,06/24/2015,Resolved,Inland
5192,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.116883,-119.043168,90',,,,,,,06/29/2015,Resolved,Inland
5193,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Orosi,36.559947,-119.298584,75',,,,,,,06/25/2015,Resolved,Inland
5194,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0527439,-119.013945,40',,,,,,,06/23/2015,Resolved,Inland
5195,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.1967209,-119.24278,,,,,,,,06/29/2015,Resolved,Inland
5196,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061833,-118.975485,50 ft,,,,,,,03/06/2015,Resolved,Inland
5197,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.063148,-118.973534,85',,,,,,,06/24/2015,Resolved,Inland
5198,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.123273,-119.03584,120',,,,,,,06/25/2015,Resolved,Inland
5199,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.054586,-118.949964,75-100',,,,,,,07/02/2015,Resolved,Inland
